EMPID, AnnualIncomeNeeded ,Age,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,AvgOverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOption,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DiffFromSalary, CurrentSalary 
1626," 199,680 ",49,120,4,1,3,2,3,2,14,0.14,3,2,1,20,0,2,3,2,1,2," 38,259 "," 161,421 "
1402," 141,440 ",40,31,3,3,3,1,3,2,10,0.14,3,3,1,8,3,4,3,1,1,2," 27,100 "," 114,340 "
758," 101,920 ",44,113,3,4,3,1,2,1,9,0.13,3,3,0,6,3,2,5,2,1,3," 15,910 "," 86,010 "
1864," 112,320 ",33,93,3,4,3,2,1,0,7,0.14,3,1,2,5,2,3,4,3,0,3," 18,623 "," 93,697 "
1908," 168,480 ",34,26,3,4,1,2,1,3,10,0.18,3,4,0,15,2,3,13,9,3,12," 33,089 "," 135,391 "
1848," 199,680 ",30,56,1,4,3,2,3,8,7,0.15,3,3,2,4,2,2,2,1,2,2," 40,136 "," 159,544 "
2784," 153,920 ",42,73,2,1,3,1,4,1,3,0.13,3,3,0,12,3,3,12,9,5,8," 24,027 "," 129,893 "
2296," 164,320 ",44,42,5,1,3,2,3,7,11,0.12,3,3,1,11,4,2,1,0,0,0," 28,394 "," 135,926 "
1560," 133,120 ",30,120,3,3,3,1,3,1,10,0.13,3,2,2,1,2,2,1,0,0,0," 19,622 "," 113,498 "
2226," 193,440 ",57,29,2,2,4,2,3,0,12,0.24,4,1,1,13,2,2,12,9,2,8," 53,776 "," 139,664 "
1336," 72,800 ",49,22,4,3,3,3,2,3,3,0.14,3,2,2,29,3,3,8,7,0,7," 13,948 "," 58,852 "
882," 147,680 ",34,92,3,2,3,4,1,7,2,0.14,3,4,2,16,3,2,14,8,6,9," 25,755 "," 121,925 "
1272," 191,360 ",28,106,3,1,3,1,3,3,14,0.15,3,4,1,5,3,4,3,2,1,2," 31,957 "," 159,403 "
796," 106,080 ",29,21,3,1,3,2,2,5,9,0.11,3,1,0,7,4,1,5,3,0,0," 13,557 "," 92,523 "
550," 83,200 ",34,110,4,1,2,2,2,0,3,0.23,4,3,0,16,2,4,15,9,10,10," 22,339 "," 60,861 "
1776," 158,080 ",35,21,1,4,3,1,3,1,13,0.13,3,1,1,1,3,3,1,0,0,0," 28,802 "," 129,278 "
2728," 185,120 ",24,86,3,2,3,1,1,2,8,0.11,3,3,0,4,2,2,0,0,0,0," 25,306 "," 159,814 "
438," 162,240 ",24,60,2,4,3,1,2,1,2,0.13,3,3,1,1,2,3,1,0,0,0," 29,560 "," 132,680 "
306," 178,880 ",44,20,1,2,3,3,3,5,2,0.18,3,2,0,16,2,2,2,2,2,2," 40,999 "," 137,881 "
2622," 160,160 ",29,59,3,3,2,2,3,1,14,0.14,3,3,2,10,3,3,10,7,0,4," 29,309 "," 130,851 "
1788," 95,680 ",30,105,3,3,3,1,3,0,6,0.21,4,1,1,6,3,4,5,3,1,3," 21,605 "," 74,075 "
352," 62,400 ",55,17,4,4,3,2,3,0,14,0.16,3,2,0,4,2,3,3,2,1,2," 11,032 "," 51,368 "
2862," 170,560 ",33,104,4,1,2,1,2,8,15,0.11,3,4,0,8,5,3,5,4,0,2," 24,834 "," 145,726 "
1886," 162,240 ",47,35,3,3,3,2,3,3,15,0.17,3,3,1,11,4,2,5,4,1,2," 32,967 "," 129,273 "
240," 79,040 ",28,116,2,3,2,1,1,7,2,0.11,3,3,0,8,2,2,0,0,0,0," 12,212 "," 66,828 "
294," 149,760 ",28,25,3,1,2,1,3,1,1,0.14,3,4,1,1,2,1,1,0,0,0," 27,406 "," 122,354 "
2662," 114,400 ",28,27,3,3,3,2,1,0,6,0.14,3,4,0,5,5,3,4,2,1,3," 19,951 "," 94,449 "
1462," 89,440 ",49,39,2,3,2,2,1,4,1,0.25,4,1,1,10,3,3,3,2,1,2," 26,385 "," 63,055 "
2032," 201,760 ",29,61,1,4,3,1,2,0,13,0.13,3,3,3,4,3,3,3,2,0,2," 33,250 "," 168,510 "
1944," 199,680 ",28,98,1,3,1,2,2,1,11,0.14,3,2,2,8,2,2,8,6,1,7," 31,390 "," 168,290 "
442," 143,520 ",33,109,5,4,3,2,3,2,5,0.17,3,1,0,14,6,3,0,0,0,0," 26,781 "," 116,739 "
1026," 133,120 ",32,98,3,3,3,3,4,2,10,0.25,4,2,0,10,5,4,5,2,0,0," 36,275 "," 96,845 "
136," 180,960 ",54,50,4,2,3,4,4,3,8,0.2,4,1,1,26,2,3,14,9,1,12," 40,535 "," 140,425 "
1322," 208,000 ",29,90,4,1,2,1,1,6,3,0.13,3,3,0,11,2,1,9,7,0,7," 32,469 "," 175,531 "
1630," 66,560 ",44,38,3,4,3,4,1,3,5,0.13,3,3,1,24,1,4,20,6,14,17," 11,548 "," 55,012 "
2010," 66,560 ",39,121,3,2,3,3,2,4,4,0.18,3,4,0,9,3,3,2,0,2,2," 13,618 "," 52,942 "
390," 106,080 ",46,86,3,3,3,4,2,8,1,0.12,3,4,1,23,2,4,13,12,5,1," 15,530 "," 90,550 "
1574," 189,280 ",35,70,3,4,2,3,2,1,6,0.19,3,4,0,11,3,1,11,8,3,3," 45,162 "," 144,118 "
792," 201,760 ",23,75,1,1,3,2,3,0,4,0.14,3,2,0,5,2,3,4,3,1,2," 35,187 "," 166,573 "
668," 178,880 ",40,69,4,4,3,1,1,3,14,0.14,3,2,0,15,3,1,5,4,1,0," 32,735 "," 146,145 "
986," 133,120 ",34,109,3,4,2,3,3,1,5,0.14,3,4,0,10,3,3,10,9,8,6," 22,071 "," 111,049 "
324," 68,640 ",31,49,3,4,3,1,3,1,13,0.12,3,1,0,7,2,1,7,2,7,7," 9,445 "," 59,195 "
946," 183,040 ",50,69,5,3,1,4,4,1,6,0.13,3,4,0,32,2,3,32,6,13,9," 33,350 "," 149,690 "
698," 114,400 ",34,104,2,2,3,1,3,0,12,0.25,4,2,1,12,4,3,11,10,5,7," 32,032 "," 82,368 "
2692," 141,440 ",42,49,3,3,2,1,2,4,14,0.14,3,2,1,4,3,3,1,0,0,0," 25,884 "," 115,556 "
2176," 97,760 ",37,79,3,1,3,2,4,1,10,0.17,3,1,0,10,2,3,10,8,3,7," 18,242 "," 79,518 "
520," 81,120 ",29,59,1,3,1,2,1,3,3,0.13,3,3,1,9,3,3,7,7,0,7," 14,780 "," 66,340 "
570," 91,520 ",33,16,3,4,2,2,2,1,2,0.13,3,4,0,5,2,3,5,3,0,2," 15,082 "," 76,438 "
602," 201,760 ",45,66,3,4,3,1,4,4,2,0.2,4,4,1,8,3,3,5,4,0,3," 46,808 "," 154,952 "
490," 83,200 ",42,56,3,4,3,3,4,2,14,0.14,3,3,1,24,3,1,20,8,13,9," 14,510 "," 68,690 "
2878," 97,760 ",40,78,2,1,3,2,1,0,12,0.12,3,4,0,9,5,4,8,4,7,1," 14,312 "," 83,448 "
348," 164,320 ",33,44,4,2,3,2,3,1,11,0.12,3,2,1,15,3,3,15,14,5,7," 25,502 "," 138,818 "
818," 79,040 ",40,62,2,3,3,4,4,1,9,0.21,4,4,0,21,2,3,21,7,7,7," 17,847 "," 61,193 "
1750," 118,560 ",24,38,2,3,2,1,1,0,15,0.14,3,2,3,2,3,3,1,1,0,0," 18,638 "," 99,922 "
2934," 149,760 ",40,71,2,4,3,2,4,3,12,0.18,3,3,0,8,2,3,2,2,2,2," 33,097 "," 116,663 "
406," 137,280 ",45,93,4,1,3,3,2,1,5,0.12,3,1,3,10,4,3,10,8,7,7," 23,722 "," 113,558 "
246," 203,840 ",35,64,4,2,2,1,3,0,13,0.23,4,1,2,6,5,3,5,3,4,2," 56,301 "," 147,539 "
2094," 139,360 ",32,26,2,4,2,2,2,3,5,0.12,3,1,1,12,2,3,7,1,2,5," 22,855 "," 116,505 "
2442," 145,600 ",36,106,4,3,3,1,4,3,11,0.21,4,4,0,7,3,2,3,2,1,2," 32,876 "," 112,724 "
2734," 199,680 ",48,19,4,3,3,2,3,8,2,0.14,3,3,1,18,2,3,8,7,7,7," 38,259 "," 161,421 "
358," 189,280 ",29,92,3,3,4,1,3,6,2,0.18,3,1,2,5,2,2,1,0,0,0," 37,175 "," 152,105 "
2810," 95,680 ",33,49,4,1,3,2,1,2,9,0.13,3,4,1,8,6,1,2,2,2,2," 14,936 "," 80,744 "
734," 133,120 ",30,95,3,2,2,2,1,1,8,0.11,3,4,1,10,4,3,10,8,6,7," 17,013 "," 116,107 "
422," 147,680 ",38,35,4,3,3,2,3,3,5,0.11,3,3,0,10,2,3,6,3,1,2," 20,188 "," 127,492 "
1304," 141,440 ",35,57,3,4,2,1,1,1,15,0.19,3,2,0,3,3,3,3,0,1,2," 31,456 "," 109,984 "
2488," 68,640 ",30,70,4,3,3,3,2,3,7,0.12,3,2,1,9,3,3,4,2,1,3," 10,049 "," 58,591 "
1732," 143,520 ",35,21,3,1,3,1,1,1,2,0.12,3,4,1,1,2,3,1,0,0,0," 23,537 "," 119,983 "
1548," 162,240 ",53,23,5,3,2,3,4,0,14,0.16,3,2,1,34,4,3,33,7,1,9," 28,684 "," 133,556 "
190," 168,480 ",38,101,3,3,3,2,2,4,13,0.11,3,1,2,7,2,3,5,2,1,4," 24,531 "," 143,949 "
1184," 128,960 ",32,46,4,4,3,2,1,4,10,0.14,3,2,1,9,3,2,6,5,1,2," 20,273 "," 108,687 "
1912," 135,200 ",48,59,4,3,3,1,1,8,15,0.12,3,4,1,10,3,2,8,2,7,6," 19,793 "," 115,407 "
1928," 72,800 ",34,88,4,1,3,1,4,1,1,0.13,3,3,0,1,4,1,1,0,0,0," 13,264 "," 59,536 "
1410," 124,800 ",55,59,5,3,2,5,4,1,10,0.21,4,3,1,36,3,3,36,6,2,13," 28,180 "," 96,620 "
1086," 93,600 ",34,53,4,2,3,2,4,9,1,0.17,3,2,1,9,3,2,2,2,2,1," 19,020 "," 74,580 "
2896," 185,120 ",26,111,3,1,3,1,4,1,7,0.21,4,1,0,1,5,3,1,0,0,0," 47,650 "," 137,470 "
2874," 166,400 ",38,57,3,3,3,2,2,0,1,0.11,3,4,1,10,3,3,9,8,7,7," 21,266 "," 145,134 "
176," 187,200 ",38,96,3,2,3,2,2,2,10,0.12,3,2,0,8,5,4,3,2,1,2," 29,053 "," 158,147 "
782," 151,840 ",36,114,4,2,3,2,3,6,1,0.13,3,1,0,15,5,3,1,0,0,0," 25,023 "," 126,817 "
1680," 180,960 ",29,73,1,2,3,1,1,1,13,0.18,3,4,0,10,3,3,10,9,1,5," 41,476 "," 139,484 "
1172," 106,080 ",35,111,4,1,3,2,3,3,6,0.16,3,3,0,10,4,3,5,2,0,4," 22,319 "," 83,761 "
2378," 79,040 ",39,39,3,4,4,3,3,2,10,0.11,3,1,1,11,3,3,7,6,7,6," 10,805 "," 68,235 "
2512," 180,960 ",29,33,1,1,3,2,4,1,4,0.19,3,4,1,6,0,4,6,4,1,3," 43,177 "," 137,783 "
2136," 122,720 ",50,72,3,3,3,5,3,4,13,0.16,3,3,1,27,2,3,1,0,0,0," 22,728 "," 99,992 "
1620," 93,600 ",23,29,3,4,4,1,3,2,13,0.16,3,4,1,4,2,3,2,2,2,2," 16,548 "," 77,052 "
1376," 166,400 ",36,71,4,1,4,2,1,3,3,0.13,3,4,1,9,3,3,3,2,0,2," 27,423 "," 138,977 "
1416," 193,440 ",42,93,2,4,2,5,4,8,14,0.22,4,4,0,24,2,3,1,0,0,1," 45,574 "," 147,866 "
2918," 95,680 ",35,64,3,2,4,2,3,1,6,0.17,3,4,2,10,3,2,10,9,6,8," 20,236 "," 75,444 "
2152," 191,360 ",34,35,4,4,2,2,3,1,13,0.14,3,2,1,8,3,2,8,2,7,7," 36,665 "," 154,695 "
794," 174,720 ",40,94,2,4,3,2,1,1,14,0.15,3,3,1,5,2,3,5,4,1,2," 32,148 "," 142,572 "
2080," 180,960 ",43,59,3,4,4,1,2,5,2,0.12,3,3,1,8,0,3,6,4,0,2," 26,493 "," 154,467 "
2076," 131,040 ",35,61,2,3,2,1,4,1,15,0.18,3,4,1,1,5,2,1,0,0,1," 26,811 "," 104,229 "
918," 116,480 ",46,65,4,4,4,4,1,1,15,0.15,3,2,0,27,5,1,26,0,0,12," 22,422 "," 94,058 "
1714," 106,080 ",28,58,3,3,3,1,2,1,13,0.17,3,3,3,1,3,3,1,1,0,0," 19,795 "," 86,285 "
1484," 176,800 ",22,101,2,2,2,1,3,1,7,0.14,3,2,0,4,2,2,4,2,1,3," 27,793 "," 149,007 "
1942," 85,280 ",50,8,5,2,3,4,3,2,9,0.15,3,3,1,32,3,3,30,8,12,13," 16,416 "," 68,864 "
2174," 72,800 ",32,98,4,2,4,1,4,3,15,0.17,3,4,2,6,3,3,3,2,0,2," 15,397 "," 57,403 "
2534," 64,480 ",44,24,3,2,3,5,4,0,13,0.14,3,4,1,23,4,2,22,7,1,10," 10,691 "," 53,789 "
118," 99,840 ",30,50,3,2,2,1,2,1,3,0.12,3,2,1,6,3,2,6,4,1,1," 15,495 "," 84,345 "
1676," 104,000 ",45,46,5,3,1,2,1,1,2,0.14,3,1,0,10,3,3,10,7,1,4," 16,349 "," 87,651 "
2254," 108,160 ",45,82,3,1,2,2,1,1,14,0.15,3,1,1,10,2,3,10,7,4,5," 18,982 "," 89,178 "
2654," 112,320 ",31,116,4,4,3,2,1,7,13,0.13,3,4,0,10,3,3,5,2,0,3," 16,556 "," 95,764 "
1340," 158,080 ",36,73,4,3,3,2,3,9,11,0.12,3,2,2,7,2,3,3,2,1,1," 24,534 "," 133,546 "
886," 87,360 ",34,69,4,3,4,2,4,1,2,0.13,3,1,1,9,3,3,9,7,7,2," 12,877 "," 74,483 "
536," 174,720 ",49,82,4,3,3,1,1,1,10,0.14,3,4,1,10,3,2,9,6,1,4," 28,969 "," 145,751 "
1342," 158,080 ",39,48,5,2,3,2,1,2,3,0.13,3,4,3,10,3,3,7,7,7,7," 23,301 "," 134,779 "
1398," 139,360 ",27,118,3,4,2,1,1,1,9,0.11,3,1,2,7,3,3,7,7,0,7," 22,771 "," 116,589 "
1584," 99,840 ",35,112,5,2,4,2,1,1,5,0.11,3,4,0,16,2,3,16,15,1,10," 15,425 "," 84,415 "
1368," 81,120 ",28,110,3,2,1,2,1,0,3,0.21,4,2,1,6,5,2,5,3,0,0," 19,599 "," 61,521 "
1228," 201,760 ",21,64,1,3,3,1,4,1,15,0.18,3,3,0,3,2,3,2,2,2,2," 41,280 "," 160,480 "
1850," 145,600 ",18,19,2,2,3,1,4,1,3,0.12,3,3,0,0,2,4,0,0,0,0," 22,597 "," 123,003 "
426," 203,840 ",47,108,4,4,3,5,3,3,5,0.11,3,3,1,27,2,3,5,2,1,0," 27,865 "," 175,975 "
1760," 158,080 ",39,17,2,3,2,2,3,0,2,0.15,3,4,1,11,3,3,10,8,0,7," 31,774 "," 126,306 "
1878," 166,400 ",40,25,3,1,2,3,3,1,11,0.13,3,4,2,18,2,3,18,15,14,12," 27,423 "," 138,977 "
2218," 108,160 ",35,75,4,3,3,2,3,1,7,0.12,3,4,1,15,5,3,14,11,2,9," 14,883 "," 93,277 "
1250," 176,800 ",37,83,3,3,3,2,3,3,6,0.17,3,1,3,9,2,2,4,3,0,2," 38,861 "," 137,939 "
154," 168,480 ",39,77,3,1,3,2,3,0,9,0.13,3,4,0,10,2,1,9,2,3,8," 30,697 "," 137,783 "
710," 122,720 ",45,43,2,4,2,2,4,1,1,0.19,3,1,2,10,3,3,10,7,3,9," 26,299 "," 96,421 "
1306," 112,320 ",38,77,2,4,2,3,3,3,2,0.19,3,4,1,10,6,4,5,4,0,2," 25,890 "," 86,430 "
116," 114,400 ",35,63,3,4,2,3,1,9,2,0.17,3,3,0,15,3,3,13,12,6,0," 24,196 "," 90,204 "
822," 147,680 ",37,71,3,2,3,1,2,1,4,0.11,3,1,1,8,2,1,8,4,7,7," 21,502 "," 126,178 "
1794," 174,720 ",40,72,3,3,3,3,4,6,15,0.15,3,4,0,18,2,2,4,2,3,3," 33,634 "," 141,086 "
1916," 76,960 ",44,106,5,1,3,2,4,4,10,0.11,3,3,0,14,3,3,10,7,0,2," 10,520 "," 66,440 "
260," 185,120 ",48,45,5,3,2,4,4,2,11,0.25,4,2,1,23,3,3,2,2,2,2," 50,445 "," 134,675 "
2504," 122,720 ",35,36,2,1,1,2,4,6,3,0.14,3,4,2,7,2,2,2,2,2,2," 19,292 "," 103,428 "
2464," 66,560 ",24,104,1,1,3,1,4,1,5,0.13,3,3,0,6,2,3,6,3,1,3," 9,811 "," 56,749 "
2646," 178,880 ",27,38,3,2,4,1,3,7,5,0.17,3,1,0,5,0,3,3,2,0,2," 37,833 "," 141,047 "
478," 180,960 ",27,30,3,4,3,1,4,2,7,0.13,3,3,0,6,0,2,4,2,1,2," 29,822 "," 151,138 "
1646," 151,840 ",40,62,3,1,3,1,1,3,4,0.14,3,2,0,10,3,1,4,2,0,3," 27,787 "," 124,053 "
266," 87,360 ",29,78,3,3,2,2,3,9,3,0.11,3,3,0,8,2,3,5,2,1,4," 12,720 "," 74,640 "
1022," 87,360 ",36,29,4,2,3,3,1,4,7,0.12,3,3,2,9,6,3,3,2,0,2," 14,327 "," 73,033 "
2324," 160,160 ",25,29,1,4,4,2,3,1,13,0.17,3,3,2,7,6,3,7,7,0,7," 33,874 "," 126,286 "
2740," 137,280 ",39,36,3,4,3,2,2,4,5,0.21,4,3,0,7,3,3,5,4,1,0," 32,082 "," 105,198 "
282," 149,760 ",49,65,4,1,3,4,2,3,5,0.16,3,2,2,27,2,3,4,2,1,2," 30,252 "," 119,508 "
950," 104,000 ",50,92,5,4,2,3,1,5,8,0.15,3,3,3,19,3,3,14,11,1,11," 20,904 "," 83,096 "
2344," 64,480 ",20,11,3,3,3,1,3,1,9,0.19,3,1,0,2,3,3,2,2,2,2," 13,296 "," 51,184 "
1780," 137,280 ",34,86,3,4,3,2,2,1,1,0.12,3,3,1,11,2,3,11,8,7,9," 23,722 "," 113,558 "
568," 160,160 ",36,40,3,1,3,1,2,2,6,0.11,3,3,0,15,4,3,4,3,1,3," 24,745 "," 135,415 "
1608," 85,280 ",49,117,1,3,2,4,3,2,12,0.19,3,2,1,30,3,3,15,11,2,12," 18,276 "," 67,004 "
2794," 68,640 ",36,13,4,4,2,2,3,0,1,0.15,3,3,0,4,6,3,3,2,1,2," 12,630 "," 56,010 "
2800," 164,320 ",36,110,2,4,4,2,1,6,15,0.2,4,1,1,13,3,3,5,4,0,4," 39,437 "," 124,883 "
1182," 189,280 ",54,44,5,2,3,4,3,3,14,0.25,4,3,1,36,6,3,10,8,4,7," 52,998 "," 136,282 "
2624," 135,200 ",43,77,2,3,2,4,3,1,9,0.24,4,1,1,14,3,3,14,10,6,11," 36,558 "," 98,642 "
2016," 74,880 ",35,14,4,4,3,2,4,3,1,0.24,4,1,0,13,2,4,11,9,6,7," 19,678 "," 55,202 "
1122," 187,200 ",38,9,3,4,3,2,4,7,9,0.15,3,4,2,19,4,4,13,11,2,9," 36,036 "," 151,164 "
2112," 89,440 ",29,70,3,1,2,2,2,1,4,0.13,3,2,1,10,3,2,10,0,0,9," 13,183 "," 76,257 "
1592," 193,440 ",33,102,4,4,3,2,4,1,15,0.14,3,3,2,6,5,3,6,2,0,4," 33,736 "," 159,704 "
856," 93,600 ",32,65,3,4,3,2,2,0,6,0.13,3,3,2,10,4,2,9,5,1,6," 14,611 "," 78,989 "
2200," 139,360 ",31,64,4,1,3,2,4,1,8,0.11,3,1,2,10,2,3,10,0,0,2," 22,771 "," 116,589 "
582," 153,920 ",49,73,3,4,3,1,1,4,4,0.16,3,2,1,17,2,2,2,2,2,2," 29,799 "," 124,121 "
2374," 87,360 ",38,103,3,4,2,1,2,1,13,0.22,4,2,0,4,3,3,4,3,3,3," 21,945 "," 65,415 "
750," 97,760 ",47,93,4,2,4,4,2,6,1,0.14,3,3,3,29,2,3,3,2,1,2," 15,368 "," 82,392 "
1814," 74,880 ",49,85,3,3,3,4,3,4,6,0.14,3,1,0,23,2,3,8,7,0,0," 13,703 "," 61,177 "
2418," 166,400 ",41,64,2,4,3,3,3,3,1,0.16,3,4,0,21,2,3,2,0,0,2," 29,420 "," 136,980 "
2062," 112,320 ",20,39,1,4,3,1,1,1,12,0.11,3,1,0,2,3,3,2,2,0,2," 18,353 "," 93,967 "
1146," 74,880 ",33,14,3,3,3,2,4,1,2,0.25,4,3,1,7,2,3,6,5,1,2," 20,405 "," 54,475 "
1888," 166,400 ",36,95,4,1,3,2,3,6,1,0.14,3,2,2,10,2,2,3,2,0,2," 27,589 "," 138,811 "
1856," 91,520 ",44,112,3,3,3,1,4,4,13,0.18,3,1,3,8,2,3,2,2,2,2," 20,976 "," 70,544 "
1718," 193,440 ",23,69,1,4,2,1,3,1,11,0.11,3,1,0,5,2,3,5,4,1,2," 24,722 "," 168,718 "
2458," 180,960 ",38,107,2,4,3,1,3,7,4,0.19,3,4,1,7,5,2,0,0,0,0," 37,314 "," 143,646 "
2890," 99,840 ",53,93,4,2,4,3,4,3,7,0.15,3,3,0,11,2,3,4,3,1,2," 16,673 "," 83,167 "
604," 197,600 ",48,58,2,4,3,1,3,2,12,0.11,3,3,2,19,3,3,9,7,7,7," 28,771 "," 168,829 "
1740," 197,600 ",32,31,4,4,3,1,2,1,14,0.12,3,1,0,1,2,3,1,0,0,0," 32,406 "," 165,194 "
2648," 158,080 ",26,117,3,4,3,1,4,1,11,0.2,4,3,0,7,5,3,7,7,5,7," 39,204 "," 118,876 "
1434," 195,520 ",55,73,3,1,2,1,2,5,13,0.12,3,4,1,8,1,3,4,2,1,2," 32,065 "," 163,455 "
878," 118,560 ",34,64,2,2,2,2,4,1,14,0.14,3,3,1,15,3,4,15,10,4,13," 20,677 "," 97,883 "
2164," 191,360 ",60,34,4,3,1,3,4,3,6,0.2,4,3,1,19,2,4,1,0,0,0," 47,457 "," 143,903 "
1986," 164,320 ",33,108,3,2,4,1,2,1,4,0.18,3,4,3,14,6,3,14,11,2,13," 33,620 "," 130,700 "
1238," 64,480 ",37,85,4,3,1,2,4,1,12,0.14,3,3,2,6,2,2,6,3,1,3," 10,136 "," 54,344 "
1862," 72,800 ",34,108,3,2,2,1,4,1,6,0.12,3,2,0,10,3,3,10,9,8,7," 10,658 "," 62,142 "
1704," 205,920 ",23,27,3,3,3,1,4,1,12,0.21,4,2,1,3,2,3,3,2,0,2," 53,004 "," 152,916 "
726," 199,680 ",44,71,3,3,4,3,4,1,12,0.19,3,2,1,9,2,3,8,7,6,7," 44,409 "," 155,271 "
2118," 164,320 ",35,118,4,1,2,1,4,0,6,0.14,3,3,0,6,2,4,5,4,1,4," 30,071 "," 134,249 "
566," 151,840 ",43,44,3,4,3,2,4,1,6,0.17,3,1,1,10,3,3,10,9,8,8," 29,594 "," 122,246 "
434," 128,960 ",24,56,3,3,4,1,3,1,9,0.16,3,4,1,5,1,3,5,3,0,4," 23,883 "," 105,077 "
120," 72,800 ",41,112,3,4,3,3,3,1,14,0.12,3,2,0,10,3,3,10,8,8,7," 12,580 "," 60,220 "
1052," 89,440 ",29,24,4,4,3,1,3,9,15,0.17,3,3,1,9,2,3,5,3,1,2," 18,174 "," 71,266 "
2224," 106,080 ",36,98,4,3,3,2,4,3,12,0.15,3,3,0,17,2,2,13,7,6,7," 20,420 "," 85,660 "
288," 153,920 ",45,23,1,3,2,3,3,3,4,0.23,4,4,1,25,3,2,23,15,14,4," 40,142 "," 113,778 "
530," 120,640 ",24,54,1,4,1,1,3,1,8,0.11,3,3,1,1,2,3,1,0,0,0," 16,491 "," 104,149 "
2178," 170,560 ",47,24,3,3,1,4,3,7,6,0.11,3,3,0,25,3,1,23,5,14,10," 26,352 "," 144,208 "
2898," 128,960 ",26,93,4,4,1,1,3,1,6,0.15,3,3,3,3,3,4,3,2,0,2," 22,632 "," 106,328 "
142," 99,840 ",45,95,2,4,2,4,2,1,2,0.11,3,3,0,21,2,3,21,6,8,6," 15,425 "," 84,415 "
322," 116,480 ",32,53,3,1,3,1,3,6,14,0.13,3,1,1,10,3,2,5,2,1,3," 18,183 "," 98,297 "
2274," 143,520 ",31,113,4,2,3,1,3,1,3,0.14,3,4,1,6,2,4,5,2,0,3," 26,264 "," 117,256 "
2126," 124,800 ",41,69,3,3,1,2,2,6,1,0.19,3,2,1,10,4,3,3,2,1,2," 26,745 "," 98,055 "
1492," 191,360 ",40,119,2,2,3,2,1,2,10,0.16,3,2,1,18,3,3,1,0,0,0," 33,832 "," 157,528 "
2596," 189,280 ",24,75,1,2,3,1,1,1,14,0.13,3,2,3,6,2,4,6,2,1,2," 34,487 "," 154,793 "
374," 70,720 ",46,81,4,3,3,2,2,6,9,0.14,3,4,0,19,3,3,10,7,0,9," 11,117 "," 59,603 "
714," 101,920 ",35,15,4,4,3,2,3,2,4,0.16,3,2,1,17,3,3,7,7,0,7," 18,019 "," 83,901 "
78," 68,640 ",30,87,1,2,3,1,4,1,6,0.12,3,2,1,10,2,2,10,0,0,8," 11,861 "," 56,779 "
202," 180,960 ",47,81,4,3,3,2,2,7,1,0.11,3,4,1,4,3,1,1,0,0,0," 24,737 "," 156,223 "
20," 153,920 ",46,106,3,3,3,3,4,4,14,0.12,3,2,1,13,5,2,10,6,0,3," 25,243 "," 128,677 "
1142," 199,680 ",36,100,5,2,2,2,1,5,10,0.13,3,2,3,16,3,3,2,2,2,2," 34,644 "," 165,036 "
704," 70,720 ",32,72,2,1,1,2,2,6,9,0.15,3,2,0,10,2,3,0,0,0,0," 11,810 "," 58,910 "
2750," 106,080 ",23,65,1,3,3,1,2,1,12,0.13,3,3,0,3,3,1,3,2,1,2," 17,482 "," 88,598 "
2742," 62,400 ",31,81,1,4,3,2,4,2,6,0.2,4,4,0,9,3,2,5,4,1,4," 14,477 "," 47,923 "
894," 160,160 ",39,38,3,4,3,2,4,1,11,0.15,3,4,1,9,2,3,9,8,5,8," 32,192 "," 127,968 "
762," 166,400 ",32,122,3,4,1,3,3,3,2,0.13,3,3,1,10,2,1,4,3,0,2," 28,870 "," 137,530 "
2576," 183,040 ",40,71,4,2,3,5,2,1,14,0.14,3,2,0,21,3,2,21,8,12,8," 31,922 "," 151,118 "
1360," 116,480 ",45,106,3,3,1,3,3,4,11,0.21,4,3,2,9,2,4,5,0,0,3," 29,062 "," 87,418 "
2168," 162,240 ",30,103,4,4,2,1,1,0,13,0.16,3,4,0,10,2,3,9,7,0,7," 32,772 "," 129,468 "
654," 122,720 ",24,96,3,1,3,1,4,0,2,0.14,3,4,1,3,2,3,2,2,2,1," 20,347 "," 102,373 "
372," 137,280 ",30,11,3,3,2,1,4,6,13,0.11,3,3,1,6,0,2,4,2,1,2," 18,766 "," 118,514 "
258," 106,080 ",31,119,3,1,3,2,3,1,11,0.19,3,3,1,6,3,3,5,2,0,2," 25,311 "," 80,769 "
2466," 139,360 ",27,111,3,3,3,1,4,1,6,0.11,3,3,0,6,5,2,6,2,1,4," 20,291 "," 119,069 "
1774," 108,160 ",29,28,3,2,1,1,2,1,7,0.13,3,3,0,2,3,3,2,2,2,2," 15,943 "," 92,217 "
2192," 145,600 ",29,11,3,4,4,2,3,8,6,0.12,3,4,0,10,5,4,3,2,0,2," 25,160 "," 120,440 "
2938," 195,520 ",30,48,2,3,2,3,1,2,1,0.11,3,1,1,12,2,3,7,7,1,7," 26,728 "," 168,792 "
2508," 201,760 ",34,43,4,4,4,1,4,0,6,0.14,3,1,3,6,3,3,5,0,1,2," 38,657 "," 163,103 "
